Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,Temporada,id,Player_Temporada,Salario
348,Darius Bazley,22,2TM,C,43,1,616,13.1,0.524,0.29,0.383,5.8,18.5,12.1,8.3,1.7,5.1,11.2,16.4,0.1,0.9,1.0,0.078,-2.0,1.0,-1.0,0.2,0,bazleda01,2022,1629647,Darius Bazley - 2022,
348,Darius Bazley,22,OKC,C,36,1,555,12.9,0.525,0.285,0.411,5.5,18.3,11.8,7.6,1.6,4.8,10.5,15.7,0.1,0.8,0.9,0.079,-1.8,0.8,-1.0,0.1,0,bazleda01,2022,1629647,Darius Bazley - 2022,
348,Darius Bazley,22,PHO,C,7,0,61,15.5,0.515,0.32,0.2,8.9,20.4,14.5,14.5,2.4,7.3,15.5,22.5,0.0,0.1,0.1,0.066,-3.7,3.3,-0.4,0.0,0,bazleda01,2022,1629647,Darius Bazley - 2022,
352,DeAndre Jordan,34,DEN,C,39,8,586,14.7,0.731,0.009,0.417,10.5,28.6,19.8,7.7,1.0,3.5,26.1,13.7,0.5,0.9,1.4,0.112,-2.4,0.7,-1.8,0.0,0,jordade01,2022,201599,DeAndre Jordan - 2022,
353,Ousmane Dieng,19,OKC,PF,39,1,569,9.3,0.505,0.541,0.127,3.5,16.5,9.9,10.7,1.2,1.1,12.0,15.9,-0.1,0.6,0.4,0.038,-3.1,-0.5,-3.6,-0.2,0,diengou01,2022,1631172,Ousmane Dieng - 2022,4569840.0
354,Blake Griffin,33,BOS,C,41,16,569,13.1,0.59,0.508,0.246,9.2,20.4,14.9,14.2,1.2,1.4,13.2,12.7,1.0,0.8,1.8,0.153,-1.4,1.5,0.1,0.3,0,griffbl01,2022,201933,Blake Griffin - 2022,2905851.0
361,Lindy Waters III,25,OKC,SG,41,0,531,11.8,0.573,0.91,0.112,3.2,12.2,7.6,7.0,1.3,1.9,5.1,15.5,0.6,0.5,1.1,0.101,0.5,-0.4,0.1,0.3,0,waterli01,2022,1630322,Lindy Waters III - 2022,
374,Svi Mykhailiuk,25,2TM,SF,32,8,468,14.0,0.584,0.572,0.225,3.4,8.9,6.1,16.5,1.5,0.7,11.2,19.3,0.5,0.3,0.8,0.081,0.5,-0.7,-0.1,0.2,0,mykhasv01,2022,1629004,Svi Mykhailiuk - 2022,
374,Svi Mykhailiuk,25,NYK,SF,13,0,40,15.8,0.739,0.833,0.417,0.0,19.3,9.6,3.5,1.2,0.0,12.3,17.4,0.1,0.0,0.1,0.141,3.6,0.5,4.1,0.1,0,mykhasv01,2022,1629004,Svi Mykhailiuk - 2022,
374,Svi Mykhailiuk,25,CHO,SF,19,8,428,13.8,0.571,0.553,0.211,3.7,7.9,5.7,17.7,1.6,0.8,11.1,19.5,0.4,0.3,0.7,0.076,0.3,-0.8,-0.5,0.2,0,mykhasv01,2022,1629004,Svi Mykhailiuk - 2022,
375,Evan Fournier,30,NYK,SG,27,7,459,6.9,0.471,0.687,0.127,1.0,10.8,5.9,10.6,1.7,0.6,11.2,18.4,-0.3,0.4,0.1,0.01,-4.0,0.0,-4.0,-0.2,0,fournev01,2022,203095,Evan Fournier - 2022,18000000.0
389,Ish Smith,34,DEN,PG,43,0,398,6.5,0.407,0.092,0.031,1.5,13.8,7.8,32.5,1.0,1.6,24.9,19.3,-0.8,0.4,-0.5,-0.056,-5.5,-1.1,-6.6,-0.5,0,smithis01,2022,202397,Ish Smith - 2022,
401,Davon Reed,27,2TM,SG,43,1,342,6.2,0.471,0.548,0.286,3.4,16.0,9.9,8.2,2.1,1.0,17.5,14.5,-0.4,0.4,0.1,0.008,-5.4,0.0,-5.3,-0.3,0,reedda01,2022,1628432,Davon Reed - 2022,
401,Davon Reed,27,DEN,SG,35,1,315,5.2,0.456,0.55,0.25,3.4,16.3,10.0,7.3,2.0,1.1,18.4,15.0,-0.4,0.4,-0.1,-0.009,-5.8,-0.3,-6.1,-0.3,0,reedda01,2022,1628432,Davon Reed - 2022,
401,Davon Reed,27,LAL,SG,8,0,27,16.7,0.694,0.5,1.0,4.1,11.5,7.9,19.2,3.5,0.0,0.0,9.0,0.1,0.0,0.1,0.208,-0.1,4.4,4.3,0.0,0,reedda01,2022,1628432,Davon Reed - 2022,
403,Derrick Rose,34,NYK,PG,27,0,338,10.1,0.463,0.396,0.075,2.6,10.4,6.5,19.9,1.0,1.4,11.8,23.6,-0.3,0.3,0.0,-0.001,-2.2,-1.5,-3.7,-0.1,0,rosede01,2022,201565,Derrick Rose - 2022,
407,Matt Ryan,25,2TM,SF,34,0,310,8.1,0.538,0.778,0.111,1.4,7.6,4.6,6.9,0.8,0.3,5.8,16.5,0.1,0.2,0.3,0.044,-1.9,-1.5,-3.4,-0.1,0,ryanma01,2022,1630346,Matt Ryan - 2022,806.0
407,Matt Ryan,25,LAL,SF,12,0,129,4.6,0.459,0.714,0.102,1.7,9.6,5.8,4.0,0.7,0.0,5.5,17.7,-0.1,0.1,0.0,-0.014,-4.3,-1.4,-5.7,-0.1,0,ryanma01,2022,1630346,Matt Ryan - 2022,806.0
407,Matt Ryan,25,MIN,SF,22,0,181,10.6,0.604,0.831,0.119,1.3,6.1,3.7,8.9,0.8,0.5,6.1,15.6,0.2,0.1,0.3,0.084,-0.2,-1.6,-1.7,0.0,0,ryanma01,2022,1630346,Matt Ryan - 2022,806.0
410,Nathan Knight,25,MIN,C,38,0,291,14.5,0.655,0.272,0.704,8.6,12.8,10.8,6.1,1.6,1.8,16.5,18.7,0.4,0.3,0.7,0.116,-2.4,-0.8,-3.2,-0.1,0,knighna01,2022,1630233,Nathan Knight - 2022,
414,Bryn Forbes,29,MIN,SG,25,0,268,6.2,0.497,0.554,0.181,1.7,4.5,3.1,8.2,1.2,0.7,11.8,16.2,-0.2,0.2,0.0,0.0,-4.8,-1.5,-6.3,-0.3,0,forbebr01,2022,1627854,Bryn Forbes - 2022,2298385.0
419,Luka Garza,24,MIN,C,28,0,243,23.0,0.652,0.336,0.448,15.5,13.5,14.5,11.8,0.6,0.7,9.2,26.9,0.9,0.2,1.1,0.211,2.2,-2.6,-0.4,0.1,0,garzalu01,2022,1630568,Luka Garza - 2022,508.0
436,Peyton Watson,20,DEN,SG,23,2,186,12.8,0.553,0.237,0.339,5.1,17.4,11.4,7.9,0.5,5.2,10.6,17.7,0.1,0.2,0.3,0.073,-2.7,-0.1,-2.8,0.0,0,watsope01,2022,1631212,Peyton Watson - 2022,2193960.0
440,Ryan Arcidiacono,28,2TM,PG,20,4,172,2.7,0.351,0.622,0.0,0.0,10.0,5.0,16.9,1.4,0.0,15.9,11.1,-0.2,0.1,-0.2,-0.043,-7.3,-1.5,-8.8,-0.3,0,arcidry01,2022,1627853,Ryan Arcidiacono - 2022,1836090.0
440,Ryan Arcidiacono,28,NYK,PG,11,0,26,3.1,0.3,0.6,0.0,0.0,17.0,8.4,9.3,3.8,0.0,16.7,9.9,0.0,0.0,0.0,-0.012,-8.9,3.8,-5.1,0.0,0,arcidry01,2022,1627853,Ryan Arcidiacono - 2022,1836090.0
440,Ryan Arcidiacono,28,POR,PG,9,4,146,2.6,0.359,0.625,0.0,0.0,8.7,4.3,18.3,1.0,0.0,15.8,11.3,-0.2,0.0,-0.1,-0.049,-7.0,-2.4,-9.4,-0.3,0,arcidry01,2022,1627853,Ryan Arcidiacono - 2022,1836090.0
442,Noah Vonleh,27,BOS,C,23,1,171,5.9,0.502,0.167,0.083,11.7,18.8,15.3,5.1,0.6,4.0,30.7,9.2,0.0,0.3,0.2,0.06,-7.0,0.7,-6.3,-0.2,0,vonleno01,2022,203943,Noah Vonleh - 2022,
450,Wendell Moore Jr.,21,MIN,SG,29,2,153,9.3,0.465,0.395,0.116,3.0,10.0,6.6,15.3,2.5,2.8,15.0,14.9,-0.1,0.2,0.1,0.028,-3.8,1.3,-2.4,0.0,0,moorewe01,2022,1631111,Wendell Moore Jr. - 2022,
463,Olivier Sarr,23,OKC,C,9,1,114,11.5,0.544,0.267,0.233,11.1,18.2,14.6,4.6,0.4,4.1,10.8,13.6,0.1,0.1,0.2,0.094,-4.2,-0.7,-4.9,-0.1,0,sarrol01,2022,1630846,Olivier Sarr - 2022,257.0
466,A.J. Lawson,22,2TM,SG,15,0,108,13.9,0.589,0.568,0.182,6.4,16.3,11.3,3.0,0.9,0.0,5.9,21.1,0.1,0.1,0.1,0.063,-1.5,-2.9,-4.4,-0.1,0,lawsoaj01,2022,1630639,A.J. Lawson - 2022,
466,A.J. Lawson,22,MIN,SG,1,0,2,34.4,1.0,0.0,0.0,0.0,54.9,27.9,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,0.377,-2.3,7.5,5.2,0.0,0,lawsoaj01,2022,1630639,A.J. Lawson - 2022,
466,A.J. Lawson,22,DAL,SG,14,0,106,13.5,0.58,0.581,0.186,6.5,15.5,11.0,3.0,0.9,0.0,6.1,21.1,0.1,0.1,0.1,0.057,-1.5,-3.1,-4.6,-0.1,0,lawsoaj01,2022,1630639,A.J. Lawson - 2022,
467,Justin Jackson,27,BOS,SF,23,0,107,6.3,0.359,0.741,0.074,2.1,15.1,8.7,10.5,1.8,3.2,6.7,12.2,-0.1,0.2,0.1,0.025,-4.2,1.6,-2.6,0.0,0,jacksju01,2022,1628382,Justin Jackson - 2022,1836090.0
469,Josh Minott,20,MIN,SF,15,0,96,17.9,0.582,0.167,0.222,5.9,22.9,14.6,7.5,2.0,5.4,7.1,18.9,0.1,0.2,0.3,0.146,-1.9,0.4,-1.6,0.0,0,minotjo01,2022,1631169,Josh Minott - 2022,1017781.0
481,Jared Butler,22,OKC,PG,6,1,77,13.0,0.578,0.438,0.0,1.4,4.3,2.8,15.0,3.1,0.0,13.5,20.1,0.0,0.1,0.1,0.061,-2.2,-0.4,-2.6,0.0,0,butleja02,2022,1630215,Jared Butler - 2022,
488,Jack White,25,DEN,SF,17,0,66,12.6,0.517,0.474,0.158,10.7,18.6,14.8,7.7,2.2,2.7,9.0,14.7,0.1,0.1,0.1,0.108,-2.6,0.7,-1.9,0.0,0,whiteja03,2022,1631298,Jack White - 2022,
489,JD Davison,20,BOS,SG,12,0,66,10.1,0.478,0.368,0.105,3.4,11.4,7.4,22.4,1.5,2.6,16.8,15.8,0.0,0.1,0.1,0.059,-4.5,0.4,-4.2,0.0,0,davisjd01,2022,1631120,JD Davison - 2022,
507,Mfiondu Kabengele,25,BOS,PF,4,0,36,8.1,0.381,0.429,0.286,15.4,14.9,15.2,0.0,2.7,0.0,11.3,10.8,0.0,0.1,0.1,0.067,-6.6,-2.4,-8.9,-0.1,0,kabenmf01,2022,1629662,Mfiondu Kabengele - 2022,508.0
509,Justin Champagnie,21,2TM,SF,5,0,34,10.3,0.367,0.333,0.0,9.6,17.1,13.1,16.3,1.4,0.0,0.0,19.2,0.0,0.0,0.0,0.009,-5.1,-2.8,-7.9,-0.1,0,champju01,2022,1630551,Justin Champagnie - 2022,853.0
509,Justin Champagnie,21,TOR,SF,3,0,11,28.9,1.0,0.0,0.0,9.6,33.3,20.6,15.3,0.0,0.0,0.0,11.6,0.1,0.0,0.1,0.332,6.1,1.9,8.1,0.0,0,champju01,2022,1630551,Justin Champagnie - 2022,853.0
509,Justin Champagnie,21,BOS,SF,2,0,23,1.5,0.208,0.417,0.0,9.6,9.3,9.5,16.7,2.1,0.0,0.0,22.8,-0.1,0.0,-0.1,-0.145,-10.5,-5.1,-15.5,-0.1,0,champju01,2022,1630551,Justin Champagnie - 2022,853.0
530,Trevor Keels,19,NYK,SG,3,0,8,3.7,0.375,1.0,0.0,0.0,27.6,13.7,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,-0.062,-7.4,-5.6,-13.0,0.0,0,keelstr01,2022,1631211,Trevor Keels - 2022,520.0
